Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
3838,357,2,Lise Mezunu,Evet,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Reddedildi,2024-09-06
3839,6,0,Lisans Mezunu,Evet,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Reddedildi,2024-06-12
3840,257,2,Lise Mezunu,Evet,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Onaylandı,2024-11-12
3841,699,4,Lise Mezunu,Evet,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Reddedildi,2024-10-24
3842,398,5,Lisans Mezunu,Evet,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Onaylandı,2025-01-13
3843,166,1,Lise Mezunu,Hayır,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Reddedildi,2025-07-27
3844,743,4,Lise Mezunu,Hayır,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Onaylandı,2024-10-10
3845,977,1,Lise Mezunu,Evet,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Onaylandı,2024-12-05
3846,764,4,Lisans Mezunu,Evet,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Onaylandı,2025-10-31
3847,784,1,Lise Mezunu,Hayır,5400000,19400000,8,800,800000,6100000,19500000,3000000,Onaylandı,2024-12-12
3848,148,0,Lisans Mezunu,Evet,700000,2100000,12,813,200000,1300000,2200000,500000,Onaylandı,2024-10-21
3849,96,2,Lisans Mezunu,Hayır,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Onaylandı,2025-01-24
3850,927,2,Lise Mezunu,Hayır,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Onaylandı,2024-09-22
3851,103,5,Lise Mezunu,Evet,2500000,9400000,16,735,0,2200000,9500000,1700000,Onaylandı,2025-03-11
3852,593,4,Lise Mezunu,Evet,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Onaylandı,2025-04-22
3853,688,5,Lise Mezunu,Hayır,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Onaylandı,2024-12-26
3854,25,5,Lisans Mezunu,Hayır,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Onaylandı,2025-01-16
3855,665,0,Lise Mezunu,Evet,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Onaylandı,2025-07-12
3856,759,2,Lisans Mezunu,Evet,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Onaylandı,2024-12-01
3857,704,2,Lisans Mezunu,Evet,1200000,4600000,20,605,3600000,1500000,4600000,600000,Onaylandı,2025-04-30
3858,305,4,Lisans Mezunu,Evet,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Onaylandı,2024-05-24
3859,871,5,Lisans Mezunu,Evet,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Reddedildi,2025-01-19
3860,166,5,Lisans Mezunu,Evet,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Reddedildi,2025-10-22
3861,132,4,Lisans Mezunu,Hayır,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Onaylandı,2024-05-22
3862,887,1,Lise Mezunu,Evet,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Onaylandı,2024-07-23
3863,740,2,Lise Mezunu,Hayır,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Reddedildi,2025-07-24
3864,754,3,Lisans Mezunu,Hayır,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Reddedildi,2024-12-02
3865,909,5,Lise Mezunu,Evet,1100000,3900000,4,891,1100000,200000,3400000,900000,Onaylandı,2024-03-09
3866,816,0,Lisans Mezunu,Hayır,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Reddedildi,2024-06-08
3867,842,0,Lisans Mezunu,Hayır,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Onaylandı,2025-04-22
3868,998,5,Lise Mezunu,Evet,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Onaylandı,2025-06-16
3869,815,5,Lise Mezunu,Hayır,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Onaylandı,2024-09-25
3870,381,3,Lise Mezunu,Evet,900000,2500000,20,529,900000,300000,3200000,700000,Reddedildi,2025-07-09
3871,966,5,Lise Mezunu,Hayır,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Onaylandı,2024-02-22
3872,863,0,Lise Mezunu,Evet,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Reddedildi,2024-11-12
3873,369,0,Lisans Mezunu,Hayır,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Onaylandı,2024-08-20
3874,757,1,Lise Mezunu,Hayır,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Reddedildi,2024-03-19
3875,137,2,Lisans Mezunu,Hayır,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Reddedildi,2024-07-01
3876,594,5,Lisans Mezunu,Hayır,1600000,6100000,8,663,3900000,800000,6400000,1200000,Onaylandı,2025-03-24
3877,962,1,Lise Mezunu,Hayır,1600000,5100000,18,729,2500000,2000000,6200000,900000,Onaylandı,2025-01-20
3878,410,2,Lisans Mezunu,Evet,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Onaylandı,2025-05-30
3879,490,2,Lise Mezunu,Evet,5600000,16700000,14,856,400000,10200000,14700000,5200000,Onaylandı,2024-07-15
3880,229,3,Lisans Mezunu,Evet,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Reddedildi,2024-03-12
3881,433,3,Lise Mezunu,Hayır,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Onaylandı,2025-10-06
3882,944,0,Lisans Mezunu,Evet,5500000,17100000,8,353,400000,200000,17100000,5200000,Reddedildi,2025-05-19
3883,67,1,Lisans Mezunu,Evet,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Onaylandı,2025-07-20
3884,550,4,Lisans Mezunu,Hayır,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Reddedildi,2025-03-23
3885,784,1,Lise Mezunu,Evet,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Reddedildi,2024-06-05
3886,172,2,Lise Mezunu,Evet,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Onaylandı,2025-03-03
3887,757,1,Lisans Mezunu,Evet,500000,1800000,8,877,100000,200000,1100000,600000,Onaylandı,2025-09-14
3888,441,0,Lisans Mezunu,Hayır,4200000,11000000,20,817,6700000,2400000,11700000,6100000,Onaylandı,2024-06-24
3889,70,1,Lise Mezunu,Hayır,9100000,23300000,18,792,800000,12600000,32100000,12400000,Onaylandı,2024-08-11
3890,609,4,Lisans Mezunu,Evet,3200000,12800000,18,664,6300000,3400000,7600000,2100000,Onaylandı,2024-11-09
3891,587,4,Lisans Mezunu,Evet,6200000,21300000,16,882,11800000,3500000,12900000,4100000,Onaylandı,2025-02-13
3892,17,3,Lise Mezunu,Evet,2500000,7700000,10,768,4500000,400000,8000000,2600000,Onaylandı,2024-04-17
3893,71,0,Lisans Mezunu,Hayır,9100000,27100000,12,787,24300000,2900000,34800000,9500000,Onaylandı,2024-10-02
3894,746,3,Lisans Mezunu,Evet,500000,900000,12,538,0,700000,1500000,300000,Reddedildi,2025-05-18
3895,389,4,Lise Mezunu,Hayır,6900000,18000000,8,347,16400000,9300000,18300000,8700000,Reddedildi,2024-02-23
3896,510,0,Lisans Mezunu,Evet,1800000,5200000,16,317,4900000,1500000,4000000,1300000,Reddedildi,2025-05-05
3897,565,0,Lisans Mezunu,Evet,4000000,14500000,2,713,6200000,4900000,12200000,4700000,Onaylandı,2025-09-26
3898,718,1,Lise Mezunu,Hayır,3900000,12300000,10,683,1000000,700000,11700000,2400000,Onaylandı,2025-01-17
3899,843,2,Lise Mezunu,Evet,8000000,28100000,18,765,24000000,10500000,17700000,8200000,Onaylandı,2024-05-15
3900,793,5,Lisans Mezunu,Hayır,900000,3200000,10,803,1600000,1700000,2300000,800000,Onaylandı,2025-06-10
3901,567,0,Lisans Mezunu,Evet,8200000,29700000,6,405,3900000,800000,23900000,5700000,Reddedildi,2024-01-24
3902,90,5,Lisans Mezunu,Hayır,2300000,4900000,4,529,6200000,3900000,9200000,2000000,Reddedildi,2024-08-28
3903,134,5,Lisans Mezunu,Evet,6900000,19400000,6,801,10100000,9400000,17000000,5500000,Onaylandı,2025-06-03
3904,292,3,Lise Mezunu,Hayır,8800000,30700000,12,707,15000000,100000,32800000,8000000,Onaylandı,2024-12-02
3905,829,1,Lisans Mezunu,Hayır,2600000,7200000,8,349,5900000,1400000,9400000,3000000,Reddedildi,2024-06-09
3906,433,1,Lisans Mezunu,Hayır,3700000,8700000,20,885,6200000,3500000,10900000,2600000,Onaylandı,2024-05-12
3907,311,2,Lisans Mezunu,Evet,6200000,23800000,4,489,2900000,7500000,21300000,3300000,Onaylandı,2025-01-30
3908,938,3,Lisans Mezunu,Evet,1000000,2600000,6,341,2900000,1700000,3600000,1100000,Reddedildi,2025-09-22
3909,345,1,Lise Mezunu,Hayır,6000000,20000000,12,637,10800000,4300000,20000000,8600000,Onaylandı,2024-05-29
3910,735,1,Lise Mezunu,Evet,9100000,31400000,4,304,14100000,16700000,30200000,9600000,Onaylandı,2025-03-22
3911,77,1,Lisans Mezunu,Hayır,1700000,6700000,16,537,4300000,2900000,3500000,1100000,Reddedildi,2025-01-06
3912,699,5,Lise Mezunu,Evet,1700000,4600000,12,503,900000,2200000,4800000,1200000,Reddedildi,2024-06-10
3913,656,1,Lisans Mezunu,Hayır,7100000,14300000,12,720,4600000,500000,27300000,8400000,Onaylandı,2025-01-06
3914,716,5,Lisans Mezunu,Hayır,9400000,36800000,10,509,20700000,7400000,22400000,6300000,Reddedildi,2024-01-29
3915,672,5,Lise Mezunu,Hayır,6200000,16400000,6,360,900000,7200000,22400000,6300000,Reddedildi,2024-05-12
3916,152,1,Lisans Mezunu,Hayır,8300000,31800000,16,818,23400000,7400000,32200000,8500000,Onaylandı,2024-03-23
3917,242,1,Lisans Mezunu,Evet,8900000,21200000,8,716,5400000,9200000,23800000,7900000,Onaylandı,2025-02-23
3918,80,1,Lisans Mezunu,Evet,6500000,14800000,12,360,3500000,2100000,15000000,7300000,Reddedildi,2025-03-23
3919,346,3,Lisans Mezunu,Evet,8100000,26700000,10,895,5100000,9800000,17100000,9900000,Onaylandı,2025-06-11
3920,643,2,Lise Mezunu,Hayır,4900000,13500000,8,328,10500000,8100000,18300000,3400000,Reddedildi,2024-06-06
3921,652,4,Lisans Mezunu,Hayır,9100000,26600000,2,812,23300000,11900000,33100000,10400000,Onaylandı,2025-02-03
3922,646,3,Lisans Mezunu,Evet,9000000,33100000,16,456,23800000,7000000,26000000,7100000,Reddedildi,2024-11-14
3923,863,4,Lisans Mezunu,Evet,1300000,3900000,16,566,700000,200000,3400000,1600000,Onaylandı,2025-02-26
3924,321,1,Lise Mezunu,Hayır,6700000,25000000,20,598,5300000,12900000,13600000,7000000,Onaylandı,2025-08-17
3925,719,5,Lise Mezunu,Hayır,3200000,9300000,6,656,7000000,3200000,12700000,4200000,Onaylandı,2024-08-26
3926,309,0,Lise Mezunu,Hayır,7500000,28700000,2,895,2000000,4100000,21500000,7200000,Onaylandı,2025-10-09
3927,95,3,Lisans Mezunu,Hayır,4900000,12800000,14,653,7300000,1000000,13000000,7200000,Onaylandı,2024-02-05
3928,181,1,Lise Mezunu,Evet,700000,1800000,16,641,2100000,400000,1600000,900000,Onaylandı,2024-12-13
3929,568,2,Lisans Mezunu,Hayır,6400000,16500000,8,544,12100000,6300000,15200000,5400000,Reddedildi,2025-08-29
3930,153,0,Lise Mezunu,Evet,3900000,14100000,20,811,5700000,3600000,10500000,5300000,Onaylandı,2024-12-07
3931,662,4,Lisans Mezunu,Hayır,9700000,26900000,10,460,11400000,3900000,31400000,9300000,Reddedildi,2024-08-10
3932,539,5,Lisans Mezunu,Evet,3600000,12500000,12,795,10600000,2700000,11100000,4800000,Onaylandı,2024-01-21
3933,355,2,Lisans Mezunu,Evet,3400000,10300000,4,745,4900000,4000000,10000000,3900000,Onaylandı,2025-08-27
3934,416,0,Lise Mezunu,Hayır,9800000,20100000,16,606,6200000,800000,37300000,8700000,Onaylandı,2024-01-28
3935,969,1,Lise Mezunu,Hayır,5100000,14200000,6,451,6100000,7600000,11400000,5600000,Reddedildi,2024-02-01
3936,558,4,Lisans Mezunu,Evet,5900000,11800000,8,479,11000000,1200000,15700000,3900000,Reddedildi,2024-10-23
3937,929,5,Lisans Mezunu,Hayır,1200000,2400000,14,495,1800000,1800000,4100000,1300000,Reddedildi,2024-11-30
3938,685,2,Lise Mezunu,Hayır,9700000,30200000,14,769,23700000,13600000,26400000,7500000,Onaylandı,2025-09-07
3939,176,5,Lise Mezunu,Evet,4700000,11800000,4,639,3600000,700000,9400000,5500000,Onaylandı,2025-03-27
3940,590,5,Lisans Mezunu,Hayır,4200000,12500000,18,723,1200000,300000,12900000,6100000,Onaylandı,2024-02-08
3941,814,4,Lisans Mezunu,Hayır,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Onaylandı,2025-04-12
3942,760,3,Lise Mezunu,Evet,5300000,20800000,6,487,9700000,3400000,18500000,4200000,Reddedildi,2025-03-02
3943,752,0,Lisans Mezunu,Hayır,7600000,30100000,2,743,20700000,8700000,27600000,9600000,Onaylandı,2025-06-16
3944,525,2,Lisans Mezunu,Hayır,6200000,16900000,12,754,2300000,4200000,15300000,7900000,Onaylandı,2025-06-02
3945,788,0,Lisans Mezunu,Hayır,8900000,21600000,10,552,2300000,9900000,20700000,11900000,Onaylandı,2025-10-29
3946,203,4,Lise Mezunu,Evet,7900000,27300000,10,560,23100000,14400000,28500000,10900000,Onaylandı,2024-12-25
3947,222,1,Lisans Mezunu,Evet,3500000,10800000,14,632,6900000,1500000,10900000,4200000,Onaylandı,2025-09-11
3948,132,2,Lisans Mezunu,Hayır,5300000,16700000,18,339,4600000,3300000,12000000,4100000,Reddedildi,2024-05-09
3949,241,2,Lise Mezunu,Hayır,1400000,3100000,4,881,3700000,400000,5000000,1100000,Onaylandı,2024-08-06
3950,480,1,Lise Mezunu,Evet,9100000,23600000,20,535,2800000,17600000,26400000,4500000,Reddedildi,2025-05-11
3951,270,4,Lise Mezunu,Hayır,4400000,17200000,4,563,4100000,3700000,12700000,2900000,Onaylandı,2024-09-12
3952,647,5,Lise Mezunu,Hayır,2800000,8200000,14,615,7400000,3300000,6700000,2700000,Onaylandı,2024-07-09
3953,138,3,Lise Mezunu,Hayır,1300000,3300000,8,795,1400000,800000,4600000,1600000,Onaylandı,2025-07-05
3954,890,4,Lisans Mezunu,Hayır,8400000,28700000,14,878,23400000,8300000,23900000,8600000,Onaylandı,2025-09-18
3955,105,5,Lisans Mezunu,Evet,5300000,14000000,6,633,11800000,4500000,12800000,6100000,Onaylandı,2025-09-14
3956,186,2,Lisans Mezunu,Hayır,6000000,13900000,4,533,3000000,9600000,14600000,4100000,Reddedildi,2025-02-21
3957,98,2,Lise Mezunu,Evet,2100000,6800000,12,795,6100000,1900000,7200000,2400000,Onaylandı,2025-09-15
3958,417,0,Lise Mezunu,Hayır,4300000,11000000,4,374,7100000,7300000,9300000,4700000,Reddedildi,2025-03-26
3959,881,4,Lise Mezunu,Evet,7300000,22900000,12,848,6300000,2900000,28500000,4100000,Onaylandı,2025-02-08
3960,231,2,Lisans Mezunu,Hayır,5200000,16200000,12,890,10500000,9600000,15800000,3900000,Onaylandı,2025-01-21
3961,79,3,Lisans Mezunu,Hayır,4700000,9800000,14,444,8200000,300000,15700000,3800000,Reddedildi,2024-02-05
3962,292,4,Lisans Mezunu,Hayır,7800000,28500000,4,803,15500000,11300000,21100000,9800000,Onaylandı,2024-06-07
3963,255,3,Lisans Mezunu,Evet,500000,1900000,18,618,-100000,600000,1000000,400000,Onaylandı,2024-05-12
3964,551,1,Lise Mezunu,Evet,6000000,20300000,14,845,5000000,7800000,23700000,8700000,Onaylandı,2025-04-03
3965,116,4,Lisans Mezunu,Hayır,4800000,10800000,12,833,3000000,4000000,16400000,7100000,Onaylandı,2025-08-15
3966,312,3,Lisans Mezunu,Evet,8900000,19300000,12,767,12000000,2200000,24700000,7700000,Onaylandı,2024-08-08
3967,90,1,Lisans Mezunu,Evet,1800000,4000000,16,747,700000,200000,4600000,900000,Onaylandı,2024-07-18
3968,610,2,Lisans Mezunu,Hayır,3000000,7000000,4,588,5300000,3400000,11900000,3400000,Onaylandı,2024-01-08
3969,559,4,Lise Mezunu,Hayır,7700000,24500000,20,582,9800000,6600000,29100000,6500000,Onaylandı,2024-07-14
3970,55,1,Lise Mezunu,Hayır,8300000,20400000,14,348,5600000,12500000,29100000,4700000,Reddedildi,2025-03-24
3971,41,4,Lise Mezunu,Hayır,4200000,9400000,4,726,10000000,8100000,16100000,5500000,Onaylandı,2025-05-03
3972,473,4,Lisans Mezunu,Evet,8000000,31200000,6,482,19800000,11500000,22200000,5700000,Reddedildi,2025-04-20
3973,421,2,Lisans Mezunu,Evet,9400000,30000000,16,565,1200000,3900000,28200000,9000000,Onaylandı,2024-10-31
3974,403,1,Lisans Mezunu,Hayır,800000,2400000,16,872,2400000,1200000,1900000,900000,Onaylandı,2025-03-02
3975,290,0,Lisans Mezunu,Evet,500000,1300000,4,825,600000,0,1800000,200000,Onaylandı,2025-06-10
3976,97,2,Lisans Mezunu,Evet,6100000,22300000,8,694,16200000,10900000,22900000,7200000,Onaylandı,2024-12-24
3977,140,3,Lisans Mezunu,Evet,8500000,30800000,20,448,23000000,1400000,22900000,7900000,Reddedildi,2025-04-26
3978,862,5,Lisans Mezunu,Evet,7600000,18000000,12,452,7900000,4300000,23800000,4700000,Reddedildi,2024-08-22
3979,62,3,Lise Mezunu,Hayır,8700000,17900000,12,897,16400000,3500000,31600000,12500000,Onaylandı,2025-01-07
3980,214,4,Lise Mezunu,Hayır,9400000,20200000,10,803,24800000,1000000,34400000,4800000,Onaylandı,2025-03-09
3981,830,1,Lise Mezunu,Evet,400000,900000,8,828,600000,500000,1500000,300000,Onaylandı,2024-10-26
3982,274,0,Lisans Mezunu,Hayır,2700000,7500000,6,832,7700000,1200000,10000000,2500000,Onaylandı,2025-03-13
3983,859,1,Lise Mezunu,Evet,2300000,5500000,6,861,1600000,1200000,4700000,1700000,Onaylandı,2024-11-01
3984,942,0,Lisans Mezunu,Hayır,7500000,15900000,2,535,17500000,5700000,23600000,4500000,Reddedildi,2025-10-31
3985,492,4,Lise Mezunu,Evet,7100000,19400000,16,363,17900000,2600000,22600000,4000000,Reddedildi,2024-08-24
3986,999,1,Lise Mezunu,Evet,8800000,28600000,8,631,11000000,13200000,25000000,7700000,Onaylandı,2025-05-02
3987,58,2,Lise Mezunu,Hayır,8400000,20700000,6,513,500000,16400000,18800000,7900000,Reddedildi,2025-10-26
3988,234,0,Lisans Mezunu,Evet,4700000,16200000,16,317,12700000,400000,9400000,2500000,Reddedildi,2025-10-06
3989,618,1,Lisans Mezunu,Hayır,6900000,19500000,2,809,6100000,10600000,22900000,9300000,Onaylandı,2024-10-08
3990,344,3,Lise Mezunu,Hayır,2400000,8200000,10,531,6800000,1900000,5700000,2000000,Reddedildi,2025-08-18
3991,576,1,Lise Mezunu,Evet,1600000,4800000,14,544,2200000,200000,6200000,1200000,Reddedildi,2024-03-06
3992,434,0,Lisans Mezunu,Hayır,3500000,7800000,14,366,6400000,3000000,13700000,4900000,Reddedildi,2025-01-13
3993,942,0,Lise Mezunu,Hayır,3700000,12700000,14,797,1300000,1100000,12300000,3700000,Onaylandı,2024-03-08
3994,261,1,Lise Mezunu,Hayır,3200000,12000000,16,597,6800000,1900000,7700000,2200000,Onaylandı,2025-02-21
3995,163,2,Lise Mezunu,Evet,7000000,22500000,12,632,12500000,4600000,20400000,4900000,Onaylandı,2024-05-18
3996,265,5,Lise Mezunu,Hayır,9300000,28300000,12,741,7600000,12900000,32400000,5200000,Onaylandı,2024-11-08
3997,345,0,Lise Mezunu,Hayır,200000,800000,20,331,300000,0,500000,100000,Reddedildi,2024-06-30
3998,561,4,Lisans Mezunu,Hayır,6900000,16500000,8,426,3900000,5200000,18300000,9000000,Reddedildi,2024-04-01
3999,989,3,Lise Mezunu,Hayır,9000000,26500000,8,533,17100000,12400000,27800000,6000000,Reddedildi,2024-09-22
4000,549,1,Lise Mezunu,Hayır,6900000,22700000,16,394,3800000,4300000,27400000,8700000,Reddedildi,2025-05-14
4001,46,0,Lisans Mezunu,Hayır,7500000,25100000,14,877,21000000,11400000,16900000,10700000,Onaylandı,2024-03-22
4002,63,5,Lise Mezunu,Hayır,9200000,28000000,8,527,18700000,7700000,24400000,6400000,Reddedildi,2025-03-06
4003,487,1,Lisans Mezunu,Hayır,4600000,12700000,8,468,10400000,0,14500000,3900000,Reddedildi,2024-09-15
4004,907,4,Lisans Mezunu,Evet,5000000,19600000,18,611,13400000,4400000,14400000,4600000,Onaylandı,2024-02-25
4005,902,2,Lisans Mezunu,Hayır,4500000,17200000,6,832,2700000,8500000,10900000,6700000,Onaylandı,2025-09-06
4006,311,0,Lisans Mezunu,Hayır,7900000,22700000,18,508,6600000,7000000,31600000,8900000,Reddedildi,2024-01-06
4007,661,5,Lise Mezunu,Hayır,5100000,13500000,20,840,1400000,5300000,14700000,4500000,Onaylandı,2024-12-10
4008,297,4,Lisans Mezunu,Hayır,3700000,7600000,14,794,9500000,7300000,12100000,4500000,Onaylandı,2024-03-17
4009,360,1,Lise Mezunu,Hayır,5300000,17800000,12,889,15300000,500000,14900000,6800000,Onaylandı,2025-04-12
4010,856,4,Lise Mezunu,Hayır,200000,500000,16,765,600000,100000,600000,100000,Onaylandı,2025-01-19
4011,747,3,Lisans Mezunu,Evet,9000000,18600000,16,518,18400000,17600000,28900000,10300000,Reddedildi,2024-01-29
4012,801,3,Lise Mezunu,Hayır,6900000,17100000,4,694,4200000,6100000,27000000,6000000,Onaylandı,2025-08-30
4013,453,2,Lise Mezunu,Hayır,700000,2300000,8,663,700000,500000,2800000,1000000,Onaylandı,2025-04-21
4014,959,0,Lisans Mezunu,Hayır,2500000,8900000,2,662,4000000,2100000,9700000,3000000,Onaylandı,2024-11-15
4015,250,0,Lise Mezunu,Hayır,4600000,14400000,14,642,10100000,8700000,11100000,4800000,Onaylandı,2024-03-23
4016,414,4,Lisans Mezunu,Hayır,1000000,3900000,10,701,2200000,1000000,4000000,900000,Onaylandı,2025-07-31
4017,949,4,Lise Mezunu,Evet,9200000,30100000,6,632,23700000,6600000,34200000,6200000,Onaylandı,2025-09-04
4018,176,3,Lisans Mezunu,Evet,2200000,4400000,2,861,1300000,2600000,4500000,2300000,Onaylandı,2024-12-24
4019,998,4,Lisans Mezunu,Evet,9700000,33300000,12,784,14600000,15800000,37900000,6500000,Onaylandı,2025-10-03
4020,384,0,Lisans Mezunu,Evet,5500000,18200000,4,332,8100000,4000000,16400000,5600000,Onaylandı,2024-03-10
4021,303,4,Lise Mezunu,Evet,1300000,3400000,2,763,3800000,200000,5100000,1400000,Onaylandı,2025-02-04
4022,777,1,Lise Mezunu,Evet,7900000,19100000,2,593,20800000,12200000,26100000,7800000,Onaylandı,2024-04-03
4023,791,2,Lise Mezunu,Hayır,4300000,8800000,6,512,7200000,6500000,16900000,2700000,Reddedildi,2024-05-05
4024,620,0,Lise Mezunu,Hayır,3800000,13300000,6,655,9600000,0,8600000,2600000,Onaylandı,2024-02-09
4025,601,3,Lise Mezunu,Hayır,8700000,24700000,8,369,4000000,800000,31100000,4800000,Reddedildi,2025-10-05
4026,246,3,Lisans Mezunu,Hayır,1300000,3100000,14,348,1500000,600000,3900000,600000,Reddedildi,2025-10-11
4027,879,1,Lise Mezunu,Evet,6800000,16800000,10,736,2000000,2600000,23800000,5600000,Onaylandı,2024-06-26
4028,450,1,Lise Mezunu,Hayır,9100000,24000000,20,353,25100000,9200000,26100000,10900000,Reddedildi,2024-01-12
4029,273,0,Lisans Mezunu,Hayır,3000000,11300000,16,478,5600000,2000000,9800000,2000000,Reddedildi,2025-09-25
4030,167,0,Lise Mezunu,Evet,1200000,3000000,4,827,3200000,600000,2300000,1500000,Onaylandı,2024-03-27
4031,917,1,Lise Mezunu,Evet,5000000,16900000,12,517,2200000,1500000,15500000,5400000,Reddedildi,2024-06-23
4032,81,5,Lisans Mezunu,Evet,9700000,24700000,18,648,15100000,600000,25200000,6800000,Onaylandı,2024-05-16
4033,756,2,Lise Mezunu,Evet,7000000,23800000,10,689,8400000,5400000,15700000,7800000,Onaylandı,2025-01-02
4034,691,1,Lisans Mezunu,Hayır,4100000,9100000,20,550,9900000,5200000,10800000,4800000,Onaylandı,2025-10-25
4035,26,0,Lisans Mezunu,Evet,5300000,12900000,20,826,15500000,6800000,12000000,5200000,Onaylandı,2025-09-23
4036,924,1,Lise Mezunu,Hayır,7300000,19200000,14,599,18400000,5400000,15900000,3700000,Onaylandı,2024-01-27
4037,810,1,Lisans Mezunu,Hayır,6500000,18500000,16,815,6300000,10000000,13400000,4000000,Onaylandı,2024-12-14
4038,506,4,Lisans Mezunu,Evet,600000,1400000,4,761,800000,500000,2100000,300000,Onaylandı,2024-02-16
4039,623,3,Lise Mezunu,Evet,5200000,15000000,20,432,6900000,5000000,15600000,5100000,Reddedildi,2024-08-13
4040,794,4,Lise Mezunu,Evet,2800000,9200000,18,442,5800000,4800000,8400000,1300000,Reddedildi,2025-01-10
4041,96,1,Lisans Mezunu,Evet,7800000,23300000,6,620,3500000,2100000,22200000,7600000,Onaylandı,2025-07-06
4042,650,2,Lisans Mezunu,Hayır,3000000,6500000,4,476,7900000,300000,9400000,1500000,Reddedildi,2024-11-23
4043,942,4,Lisans Mezunu,Hayır,9300000,34900000,6,837,27400000,800000,21400000,8500000,Onaylandı,2024-06-21
4044,368,3,Lise Mezunu,Evet,5100000,18000000,6,510,13400000,6600000,17200000,7600000,Reddedildi,2024-10-22
4045,641,4,Lise Mezunu,Evet,4300000,16100000,18,849,3800000,6600000,17100000,6400000,Onaylandı,2024-08-25
4046,195,3,Lisans Mezunu,Hayır,1100000,2100000,8,737,2900000,2000000,2500000,900000,Onaylandı,2025-05-29
4047,821,2,Lisans Mezunu,Hayır,6500000,16200000,10,809,14000000,4700000,13200000,8600000,Onaylandı,2025-07-28
4048,315,3,Lise Mezunu,Hayır,6400000,23000000,8,520,12100000,11400000,16000000,3800000,Reddedildi,2025-05-29
4049,480,2,Lise Mezunu,Hayır,7400000,22500000,16,834,6400000,12600000,15700000,6000000,Onaylandı,2024-07-08
4050,285,4,Lisans Mezunu,Hayır,8700000,32100000,8,397,8900000,17000000,34700000,4800000,Reddedildi,2025-04-21
4051,530,0,Lise Mezunu,Hayır,9200000,24700000,14,438,4800000,16000000,20600000,10700000,Reddedildi,2024-08-23
4052,879,1,Lisans Mezunu,Evet,6200000,19700000,18,820,11200000,3400000,15600000,4700000,Onaylandı,2025-09-15
4053,397,1,Lise Mezunu,Hayır,1200000,4600000,20,323,2000000,1700000,2600000,1400000,Reddedildi,2025-01-03
4054,698,1,Lise Mezunu,Evet,7000000,20300000,14,837,7700000,2200000,19700000,5500000,Onaylandı,2024-04-16
4055,222,5,Lisans Mezunu,Evet,3800000,10100000,2,571,7400000,6600000,12600000,3300000,Onaylandı,2025-01-27
4056,629,0,Lisans Mezunu,Hayır,4900000,16300000,14,479,1600000,6400000,18600000,2700000,Reddedildi,2025-08-17
4057,980,2,Lisans Mezunu,Evet,7800000,22100000,6,533,11900000,2500000,19300000,10800000,Reddedildi,2025-05-24
